pacmof,mpnn,cof,opt_core,ddec_core,zeolites,cof-test
AHAYAK_FSR,AHAFEV_FSR,16350N2_ddec,LAGNOY_clean_min_charges,BUSQEM_clean,,
AHEBOE_FSR,AHAHIB_FSR,16351N2_ddec,LAGNUE_clean_min_charges,BUSQUC_clean,,
AHEGIF_FSR,AHAJUP_FSR,16360N2_ddec,LAGWEX_clean_h_min_charges,BUVXOG_clean,,
AHELAC_FSR,AHAKAW_FSR,16361N2_ddec,LASYOU_clean_min_charges,BUVYEX_clean,,
AHEMOQ_FSR,AHALEB02_FSR,16370N2_ddec,LAVSUY_clean_min_charges,BUVYIB_clean,,
AHEPAG_FSR,AHAMIG_FSR,16371N2_ddec,LAWGEW_clean_min_charges,BUWGAC_clean,,
AHEPEK_FSR,AHANAZ_FSR,16380N2_ddec,LAWGIA_clean_min_charges,BUWGEG_clean,,
AHERUC_FSR,AHAVOV_FSR,16390N2_ddec,LAWGOG_clean_min_charges,CADPII_clean,,
AHIJOQ01_FSR,AHAWIQ_FSR,16400N2_ddec,LAWGUM_clean_min_charges,CADQAB_clean,,
AHINIP_FSR,AHAWUC_FSR,16420N2_ddec,LEDCAA_clean_min_charges,CADQOP_clean,,
AHISAN_FSR,AHAXOX_FSR,16430N2_ddec,LEGGEK_clean_min_charges,CAHLEE_clean,,
AHISER_FSR,AHAYAK_FSR,16440N2_ddec,LELMIA01_clean_min_charges,CAHNEF_clean,,
AHISUI_FSR,AHEBOE_FSR,16450N2_ddec,LEMNOH_clean_min_charges,CAHSOU_clean,,
AHITAP_FSR,AHEGIF_FSR,16460N2_ddec,LENRUS_clean_min_charges,CAKFEB_clean,,
AHITET_FSR,AHELAC_FSR,16480N2_ddec,LIFWEE_clean_min_charges,CAKXET_clean,,
AHIZUN_FSR,AHEMOQ_FSR,16481N2_ddec,LIFWOO_clean_min_charges,CAKXOD_clean,,
AHOBAB_FSR,AHEPAG_FSR,16490N2_ddec,LIHSEB_clean_min_charges,CAKYAQ_clean,,
AHOJOX_FSR,AHEPEK_FSR,16500N2_ddec,LIKFOB_clean_min_charges,CAKYEU_clean,,
AHOKAK_FSR,AHERUC_FSR,16510N2_ddec,LOFZUB_clean_min_charges,CAKYIY_clean,,
AHOKIR01_freeONLY,AHIJOQ01_FSR,17000N2_ddec,LOQLEJ_manual_min_charges,CANRIU_clean,,
AHOMOB01_FSR,AHINIP_FSR,17020N2_ddec,LUFQUZ02_freeONLY_min_charges,CANRUG_clean,,
AHONUG_FSR,AHISAN_FSR,17030N2_ddec,LUVTEC_clean_min_charges,CATART03_clean,,
AHOVID_FSR,AHISER_FSR,17040N2_ddec,MADVUJ_clean_min_charges,CAVSOJ_clean,,
AHUTIH_freeONLY,AHISUI_FSR,17050N2_ddec,MADWAQ_clean_min_charges,CAVSUP_clean,,
AHUTIH01_freeONLY,AHITAP_FSR,17060N2_ddec,MAKXAZ_clean_min_charges,CAVTAW_clean,,
AHUVOP_FSR,AHITET_FSR,17061N2_ddec,MATTUX_clean_min_charges,CAWDOU02_clean,,
AHUXAD_FSR,AHIZUN_FSR,17070N2_ddec,MATVAF_clean_min_charges,CAWGAJ_clean,,
AHXCUD10_FSR,AHOBAB_FSR,17091N3_ddec,MATVEJ_clean_min_charges,CAWVIH_clean,,
AJABIX01_FSR,AHOJOX_FSR,17100N2_ddec,MEJQEZ_clean_min_charges,CAXPEY_clean,,
AJAHEZ_FSR,AHOKAK_FSR,17110N2_ddec,MIBQAR_clean_min_charges,CAXPIC_clean,,
AJAQUY_FSR,AHOKIR01_freeONLY,17120N2_ddec,MIBQAR16_clean_min_charges,CAXVII_clean,,
AJASIO_FSR,AHOMOB01_FSR,17130N2_ddec,MIBQAR18_clean_min_charges,CAXVOO_clean,,
AJAXOY_FSR,AHONUG_FSR,17131N2_ddec,MIDRAT_clean_min_charges,CAXVUU_clean,,
AJEKIL_FSR,AHUHIV_FSR,17140N2_ddec,MIHHOA_clean_min_charges,CAXWAB_clean,,
AJESAJ_FSR,AHUTIH_freeONLY,17150N2_ddec,MIKJAR_clean_min_charges,CAXWEF_clean,,
AJESAJ02_FSR,AHUTIH01_freeONLY,17151N2_ddec,MIMVEJ_clean_min_charges,CAXWIJ_clean,,
AJEWUH_FSR,AHUVOP_FSR,17152N2_ddec,MOCKEV_clean_min_charges,CAXXEG_clean,,
AJIFAB_FSR,AHUXAD_FSR,17153N2_ddec,MODNIC_clean_min_charges,CAYBAH,,
AJIFEF_FSR,AHXCUD10_FSR,17154N2_ddec,MOGVAG_clean_min_charges,CAYBAH01,,
AJIGIK_FSR,AJABIX01_FSR,17155N2_ddec,MOYYEF_clean_min_charges,CAYDEN_clean,,
AJIHUX_FSR,AJABOD_FSR,17156N2_ddec,MOYYIJ_clean_min_charges,CAYDIR_clean,,
AJIJEI_FSR,AJAHAV_FSR,17160N3_ddec,MUVGOA_clean_min_charges,CAYDOX06_clean,,
AJIJEI01_FSR,AJAHEZ_FSR,17161N3_ddec,NADZEZ_clean_min_charges,CAYGIU,,
AJIJIN_FSR,AJAQUY_FSR,17162N3_ddec,NAKLIW_clean_min_charges,CAYKEU_clean,,
AJILIP_FSR,AJASIO_FSR,17163N3_ddec,NALWOO_clean_min_charges,CAYMIZ_clean,,
AJIMEN_FSR,AJAXOY_FSR,17170N2_ddec,NARTUX_clean_min_charges,CAYSOK_clean,,
AJINOY_freeONLY,AJEKIL_FSR,17180N2_ddec,NASCIV_clean_min_charges,CAZFOA_clean,,
AJIPIT_FSR,AJESAJ_FSR,17181N2_ddec,NEHZIK_clean_min_charges,CAZGIT_clean,,
AJIPUF_FSR,AJESAJ02_FSR,17190N2_ddec,NEVJEF_clean_min_charges,Cd3BTB2,,
AJIQER_FSR,AJEWUH_FSR,17191N2_ddec,NIRDOI_clean_min_charges,CDLGLU01_clean,,
AJIQIU_FSR,AJIFAB_FSR,17210N2_ddec,NISCOJ_clean_min_charges,CDLGLU02_clean,,
AJIRAM01_FSR,AJIFEF_FSR,17220N2_ddec,NOCKUM_clean_min_charges,CDLGLU10_clean,,
AJOFAI_FSR,AJIFIJ_FSR,17230N2_ddec,NUTQAV_clean_min_charges,CDLGLU11_clean,,
AJOSUN01_FSR,AJIGIK_FSR,17240N3_ddec,NUTQEZ_clean_min_charges,CDLGLU12_clean,,
AJOVEB_FSR,AJIHUX_FSR,17250N2_ddec,NUVWIL_clean_min_charges,CEBDOD_clean,,
AJUKOH_FSR,AJIJEI_FSR,18010N3_ddec,NUYWOU_clean_min_charges,CECVIQ_clean,,
AJUNOK_FSR,AJIJEI01_FSR,18011N3_ddec,ODIXEG_clean_min_charges,CECVOW_clean,,
AKAGIE_FSR,AJIJIN_FSR,18023N3_ddec,ODODIW_clean_min_charges,CEDFIC_clean,,
AKAPUX_FSR,AJILIP_FSR,18030N2_ddec,OFERUN02_clean_h_min_charges,CEFLEF_clean,,
AKAQAE_FSR,AJIMEN_FSR,18031N2_ddec,OFODAP_clean_min_charges,CEGDUO_clean,,
AKAQEI_FSR,AJINOY_freeONLY,18032N2_ddec,OFORUX_clean_min_charges,CEGFAW_clean,,
AKAREJ01_FSR,AJIPIT_FSR,18033N2_ddec,OFUYUL_clean_min_charges,CEGWER_clean,,
AKAROT_FSR,AJIPUF_FSR,18040N3_ddec,OHAKIS_clean_min_charges,CEHKUW_clean,,
AKAROT01_FSR,AJIQER_FSR,18041N3_ddec,OHOLIH_clean_min_charges,CEHPIP_clean,,
AKAXOA_FSR,AJIQIU_FSR,18060N2_ddec,OJICUG_clean_min_charges,CEHWIX_clean,,
AKAYER_FSR,AJIRAM01_FSR,18061N2_ddec,OSAXAI_clean_min_charges,CEHWOD_clean,,
AKAYIV_FSR,AJOFAI_FSR,18070N2_ddec,OTAVOV_clean_min_charges,CEHZAR_clean,,
AKAZOD_FSR,AJOSUN01_FSR,18080N2_ddec,OVICUS_clean_min_charges,CEHZAR01_clean,,
AKEBUP_FSR,AJOVEB_FSR,18083N2_ddec,PAKXIK_clean_min_charges,CEJBEA_clean,,
AKECAW_FSR,AJUKOH_FSR,18090N2_ddec,PAMVEG_clean_min_charges,CEKHIL_clean,,
AKECOK_FSR,AJUNOK_FSR,18100N2_ddec,PAPXUB_clean_min_charges,CELZEA_clean,,
AKEDIF_freeONLY,AKAGIE_FSR,18101N2_ddec,PASKAX_clean_min_charges,CELZIE_clean,,
AKEGIH_FSR,AKAPUX_FSR,18110N2_ddec,PASTOU_clean_min_charges,CELZOK,,
AKEGON_FSR,AKAQAE_FSR,18111N2_ddec,PEGBUA_clean_min_charges,CENKAJ_clean,,
AKEGUT_FSR,AKAQEI_FSR,18112N2_ddec,PELNEA01_clean_min_charges,CENPUI_clean,,
AKESIS_FSR,AKAREJ01_FSR,18120N3_ddec,PEMRIK_clean_min_charges,CERMIV_clean,,
AKINIS_FSR,AKAROT_FSR,18121N3_ddec,PEPXIS_clean_min_charges,CESYEF_clean,,
AKIQIU01_FSR,AKAROT01_FSR,18122N3_ddec,PEVPUD_clean_min_charges,CESYEF01_clean,,
AKIZAX_FSR,AKAXOA_FSR,18130N3_ddec,PEVQEO_clean_min_charges,CETFOX_clean,,
AKIZEB_FSR,AKAYER_FSR,18131N3_ddec,PIFPIE_clean_min_charges,CETFUD_clean,,
AKUHOD01_FSR,AKAYIV_FSR,18133N3_ddec,PIHNUQ_clean_min_charges,CETVAA_clean,,
AKUKUO_freeONLY,AKAZOD_FSR,18134N3_ddec,PIJJOI_clean_min_charges,CEYPUT_clean,,
AKUWIO_FSR,AKEBUP_FSR,18140N2_ddec,POKXIX_clean_min_charges,CEZMUR,,
AKUWOU_FSR,AKECAW_FSR,18141N2_ddec,PORVUO_clean_min_charges,CEZNAY_clean,,
ALAGIF_FSR,AKECOK_FSR,18142N3_ddec,PUQXUV_clean_min_charges,CICYIX_clean,,
ALAJEE_FSR,AKEDIF_freeONLY,18143N3_ddec,PUQYAC_clean_min_charges,CIDKUX_clean,,
ALAMUW_freeONLY,AKEGIH_FSR,18150N2_ddec,PUSDOX_clean_min_charges,CIFDOM_clean,,
ALATAK_FSR,AKEGON_FSR,18151N2_ddec,PUWCUF_clean_min_charges,CIFDUS_clean,,
ALEQIS_FSR,AKEGUT_FSR,18161N2_ddec,QARTEK_clean_min_charges,CIFJAE_clean,,
ALIDAB_FSR,AKESIS_FSR,19000N3_ddec,QATHOK_clean_min_charges,CIFMEL_clean,,
ALIDIJ_FSR,AKIQIU01_FSR,19003N3_ddec,QAVWAN_clean_min_charges,CIGDUT_clean,,
ALIDUU_FSR,AKIZAX_FSR,19010N2_ddec,QEFNAQ_neutral_min_charges,CIGFEF_clean,,
ALIDUV01_FSR,AKIZEB_FSR,19020N3_ddec,QEKLID_clean_min_charges,CIGYAU_clean,,
ALIFOR01_FSR,AKUHOD01_FSR,19022N3_ddec,QEKLID01_clean_min_charges,CIJVOH_clean,,
ALIGOS_FSR,AKUKUO_freeONLY,19030N2_ddec,QESYOD_clean_min_charges,CIJVOH01_clean,,
ALIHIN_FSR,AKUWIO_FSR,19041N2_ddec,QEVKOS_clean_min_charges,CILDAD_clean,,
ALIJAH_FSR,AKUWOU_FSR,19050N2_ddec,QEYWUN_clean_min_charges,CISMAT01_clean,,
ALILIS_FSR,ALAGIF_FSR,19051N2_ddec,QIFLIC_clean_min_charges,CITXUZ_clean,,
ALILOY_FSR,ALAJEE_FSR,19060N2_ddec,QIFLUO_clean_min_charges,CITZIP_clean,,
ALILUE_FSR,ALAMUW_freeONLY,19061N2_ddec,QOCRUW_clean_min_charges,CIVTEH_clean,,
ALIMAL_FSR,ALATAK_FSR,19070N2_ddec,QOJVAM_clean_min_charges,CIWYUD_clean,,
ALIMEP_FSR,ALEQIS_FSR,19080N2_ddec,QOKCID_clean_min_charges,Co26NDP,,
ALIMIT_FSR,ALIDAB_FSR,19090N2_ddec,QOMDUS_clean_min_charges,CODFEH_clean,,
ALIRES_FSR,ALIDIJ_FSR,19101N2_ddec,QOMFAA_clean_min_charges,Co-DOBDC,,
ALITUL_FSR,ALIDUU_FSR,19102N2_ddec,QUGBUQ_clean_min_charges,CODROD_clean,,
ALIVEX_FSR,ALIDUV01_FSR,19110N2_ddec,QUGNOV_clean_min_charges,CODRUJ_clean,,
ALIVIB_FSR,ALIFOR01_FSR,19120N2_ddec,QUJFUX_clean_min_charges,COF-1,,
ALIVOH_FSR,ALIFOS_FSR,19122N2_ddec,QUNMUI_clean_min_charges,COF-300,,
ALIVUN_FSR,ALIGOS_FSR,19130N2_ddec,QUPHUF_clean_min_charges,COF-5,,
ALIXUP_freeONLY,ALIHIN_FSR,19140N2_ddec,QUQFIS_clean_min_charges,COGWEB_clean,,
ALOJOA_FSR,ALIJAH_FSR,19142N2_ddec,QUQPIC_clean_min_charges,COJHIT_clean,,
ALOLIY_FSR,ALILIS_FSR,19144N2_ddec,QUQPOI_clean_min_charges,COMDOY_clean,,
ALONOE_FSR,ALILOY_FSR,19150N2_ddec,QURSEC_clean_min_charges,COMGUH_clean,,
ALOVON_FSR,ALILUE_FSR,19170N2_ddec,QUVDUH_clean_min_charges,COWMAD_clean,,
ALOVUT_FSR,ALIMAL_FSR,19180N2_ddec,RABHAZ_clean_min_charges,COWMIL_clean,,
ALOWAA_FSR,ALIMEP_FSR,19181N2_ddec,RACZIG_clean_min_charges,COWMOR_clean,,
ALUJUN_FSR,ALIMIT_FSR,19182N2_ddec,RATDAS02_clean_min_charges,COWMUX_clean,,
ALUKAU_FSR,ALIRES_FSR,19190N2_ddec,RAXCOK_clean_min_charges,COWXOC_clean,,
ALUKOI_FSR,ALITUL_FSR,19191N2_ddec,RAXDAX_clean_min_charges,COXQUB_clean,,
ALUKUO_FSR,ALIVEX_FSR,19200N2_ddec,RAZYIC_clean_min_charges,COXXIX_clean,,
ALULAV_FSR,ALIVIB_FSR,19210N2_ddec,RAZYOI_clean_min_charges,COYCEZ_clean,,
ALUPUS01_FSR,ALIVOH_FSR,19212N2_ddec,REDROI_clean_min_charges,COYCID_clean,,
ALUPUS02_FSR,ALIVUN_FSR,19214N2_ddec,REGLOG_clean_min_charges,COYTEQ_clean,,
AMACOI_FSR,ALIXUP_freeONLY,19220N2_ddec,RELLAW_clean_min_charges,COYTIU_clean,,
AMAFIE_FSR,ALOJOA_FSR,19230N2_ddec,REYCOP_clean_min_charges,COYTOA_clean,,
AMAFOK_freeONLY,ALOLIY_FSR,19240N3_ddec,RIFDUG01_clean_min_charges,COYVAO_clean,,
AMAGAX_freeONLY,ALONOE_FSR,19241N3_ddec,RIPNIP_clean_min_charges,COYVAO01_clean,,
AMAJUU_FSR,ALOVON_FSR,19242N3_ddec,RIVDEF_clean_min_charges,COYVES_clean,,
AMANEJ_FSR,ALOVUT_FSR,19250N3_ddec,RUCGOM_clean_min_charges,COYVES01_clean,,
AMAQAG02_FSR,ALOWAA_FSR,19251N3_ddec,RUFMUA_clean_min_charges,CUCSAU_clean,,
AMAZEV_FSR,ALUJUN_FSR,19252N3_ddec,RUFMUA01_clean_min_charges,CUGLTM_clean,,
AMBRCD_FSR,ALUKAU_FSR,19253N3_ddec,RUMWUS_clean_min_charges,CUGLTM01_clean,,
AMBZAG10_FSR,ALUKOI_FSR,19260N2_ddec,RURPEA_clean_min_charges,CUGLTM02_clean,,
AMEQOZ_FSR,ALULAV_FSR,19270N2_ddec,RURQEB_clean_min_charges,CUHPUR_clean,,
AMEVIX_FSR,ALUPUS01_FSR,19280N2_ddec,RUVMAX_clean_min_charges,CUIMDZ01_clean_h,,
AMIHOV01_FSR,ALUPUS02_FSR,19281N2_ddec,SAHYOQ03_clean_min_charges,CUKVUA_clean,,
AMIJAJ_FSR,AMACOI_FSR,19282N2_ddec,SAHYOQ04_clean_min_charges,CUKYAJ_clean,,
AMIKEN_FSR,AMAFIE_FSR,19283N2_ddec,SAHYOQ05_clean_min_charges,CUMDIY_clean,,
AMIKIR_FSR,AMAFOK_freeONLY,19290N2_ddec,SAKRED_clean_min_charges,CUMDOE_clean,,
AMIKOX_FSR,AMAGAX_freeONLY,19291N2_ddec,SAMLAV02_clean_min_charges,CUNFOH_clean,,
AMILUE_FSR,AMAJUU_FSR,19292N2_ddec,SAMLAV03_clean_min_charges,CUNFOH01_clean,,
AMIMEP_freeONLY,AMANEJ_FSR,19310N2_ddec,SEFBOV_clean_min_charges,CUNWEO_clean,,
AMIMUE_FSR,AMAQAG02_FSR,19311N2_ddec,SEFSOM_clean_min_charges,CUNXIS_clean,,
AMINEP_FSR,AMAZEV_FSR,19330N2_ddec,SEHTEF_clean_min_charges,CUNXIS10_clean,,
AMINUF_FSR,AMBRCD_FSR,19340N2_ddec,SENWAL_clean_min_charges,CUTKOS_clean,,
AMIPUJ_FSR,AMBZAG10_FSR,19341N2_ddec,SENWIT_clean_min_charges,CUVGIK_clean,,
AMIXIE_FSR,AMEQOZ_FSR,19350N2_ddec,SENWOZ_clean_min_charges,CUVGOQ_clean,,
AMIXOK_FSR,AMEVIX_FSR,19351N2_ddec,SERJUV_clean_min_charges,CUVTUJ_clean,,
AMIYEB01_FSR,AMIHOV01_FSR,19352N2_ddec,SERKEG_clean_min_charges,CUVXAT_clean,,
AMODUC_freeONLY,AMIJAJ_FSR,19353N2_ddec,SETFUT_clean_min_charges,CUYHIO_clean,,
AMOROK_FSR,AMIKEN_FSR,19360N2_ddec,SEYDUW_clean_min_charges,CUYQIX_clean,,
AMORUQ_FSR,AMIKIR_FSR,19361N2_ddec,SUHHOT_clean_min_charges,CUYRUK_clean,,
AMOYIL_FSR,AMIKOX_FSR,19362N2_ddec,SUJQOE_clean_min_charges,CUYVOI_clean,,
AMOYOR_FSR,AMILUE_FSR,19363N2_ddec,SUJREV_clean_min_charges,CUYWUP_clean,,
AMOZEI_FSR,AMIMEP_freeONLY,19364N2_ddec,SUKYIH_clean_min_charges,CUYYAX_clean,,
AMOZIM_FSR,AMIMUE_FSR,19365N2_ddec,TADCAE_clean_min_charges,CUYYEB_clean,,
AMOZOS_FSR,AMINEP_FSR,19366N2_ddec,TARWAK_clean_min_charges,DABWUA_clean,,
AMUCAN_FSR,AMINUF_FSR,19370N2_ddec,TARWEO_clean_min_charges,DACXUB_clean,,
AMUCOB_FSR,AMIPUJ_FSR,19380N2_ddec,TASXIW_clean_min_charges,DACYAI_clean,,
AMUDUJ_FSR,AMIXIE_FSR,19390N2_ddec,TECTUS_clean_min_charges,DAGDIZ_clean,,
AMUFIZ_FSR,AMIXOK_FSR,19401N3_ddec,TEDGOA_clean_min_charges,DAGDUL_clean,,
AMUFOF_FSR,AMIYEB01_FSR,19410N2_ddec,TENLIJ_clean_min_charges,DAHTIQ_clean,,
AMULAX_FSR,AMOROK_FSR,19411N2_ddec,TERFUT_clean_min_charges,DAJHOM_manual,,
AMULEB_FSR,AMORUQ_FSR,19412N2_ddec,TESGOO_clean_min_charges,DAJHUS_clean,,
AMULOK_FSR,AMOYIL_FSR,19413N2_ddec,TESGUU_clean_min_charges,DALCEZ,,
AMUPOP_FSR,AMOYOR_FSR,19420N3_ddec,TESHAB_clean_min_charges,DANZOJ_neutral,,
ANABAT_FSR,AMOZAE_FSR,19421N3_ddec,TETZID_clean_min_charges,DAPBIH_neutral,,
ANABOH_FSR,AMOZEI_FSR,19430N2_ddec,TEVZEA_clean_min_charges,DARCOQ_clean,,
ANABUN_FSR,AMOZIM_FSR,19440N2_ddec,TEVZIE_clean_min_charges,DARCUW_clean,,
ANAFAY_FSR,AMUCAN_FSR,19441N2_ddec,TEVZOK_clean_min_charges,DARDAD_clean,,
ANAGAZ_FSR,AMUCOB_FSR,19450N2_ddec,TEVZUQ_clean_min_charges,DARDEH_clean,,
ANAGUS_FSR,AMUDUJ_FSR,19451N2_ddec,TISKOW_clean_min_charges,DARDOR_clean,,
ANAMOT_FSR,AMUFIZ_FSR,19452N2_ddec,TOHYUL_clean_min_charges,DARFAF_clean,,
ANAWIX_FSR,AMUFOF_FSR,19453N2_ddec,TOHZAS_clean_min_charges,DARFEJ_clean,,
ANAWOD_FSR,AMULAX_FSR,19454N2_ddec,TOLGOR_clean_min_charges,DARFIN_clean,,
ANAYUL_FSR,AMULEB_FSR,19455N2_ddec,UBACOR_clean_min_charges,DARFOT_clean,,
ANAZAS_FSR,AMULOK_FSR,19456N2_ddec,UBACUX_clean_min_charges,DATHAJ_clean,,
ANAZEW_FSR,AMUPOP_FSR,19460N2_ddec,UBUMAH_clean_min_charges,DAVYEG_clean,,
ANEDON_FSR,ANABAT_FSR,19462N2_ddec,UKUBIM_clean_min_charges,DAWBIO_clean,,
ANEHOS_FSR,ANABIB_FSR,19464N2_ddec,ULOGIL_clean_min_charges,DAWBOU_clean,,
ANEPUG_FSR,ANABOH_FSR,19466N2_ddec,UMEXUF_clean_min_charges,DAWBUA_clean,,
ANEQAN_FSR,ANABUN_FSR,19470N2_ddec,UNIGEE_clean_min_charges,DAWCAH_clean,,
ANEQUH_FSR,ANAFAY_FSR,19480N2_ddec,UTEWOG_clean_min_charges,DAWCOV_clean,,
ANESES_FSR,ANAGAZ_FSR,19481N2_ddec,UTEWUM_clean_min_charges,DAWDAI_clean,,
ANIDEH_FSR,ANAGUS_FSR,19482N2_ddec,UTEXAT_clean_min_charges,DAWWEF_clean,,
ANIDEI_FSR,ANAMOT_FSR,19483N2_ddec,UVARIT_clean_min_charges,DAWWIJ_clean,,
ANIQOE_FSR,ANAWIX_FSR,19490N2_ddec,UVAROZ_clean_min_charges,DAXGUG_clean,,
ANIYUS_FSR,ANAWOD_FSR,19491N2_ddec,UVASAM_clean_min_charges,DAXHIV_clean,,
ANODEN_FSR,ANAYUL_FSR,19500N2_ddec,UVEXAV_clean_min_charges,DAXHIV01_clean,,
ANODIR_FSR,ANAZAS_FSR,19510N2_ddec,UVUPOR_clean_min_charges,DAXHUH_clean,,
ANONAT_manual,ANAZEW_FSR,19511N2_ddec,UWELIS_clean_min_charges,DAXHUH01_clean,,
ANOPID_FSR,ANEDON_FSR,19520N2_ddec,UXEQOE_clean_min_charges,DAXKOE_clean,,
ANOROL_FSR,ANEHOS_FSR,19521N2_ddec,UXUZAP_clean_min_charges,DAXNOG_clean,,
ANUGOG_freeONLY,ANEPUG_FSR,19522N2_ddec,VACFOV01_clean_min_charges,DAYYIN_clean,,
APANAI_FSR,ANEQAN_FSR,19530N2_ddec,VACFUB01_clean_min_charges,DEBGIA_clean,,
APARAM_freeONLY,ANEQUH_FSR,19531N2_ddec,VAGTUU_clean_min_charges,DEBNUU_clean,,
APASAN_FSR,ANESES_FSR,19540N2_ddec,VAHSIH_clean_min_charges,DEFKUU_clean,,
APAXEV_FSR,ANIDEH_FSR,19541N2_ddec,VAPFOJ_clean_min_charges,DEGJIK_clean,,
APAXOF_FSR,ANIDEI_FSR,19542N2_ddec,VAPFUP_clean_min_charges,DEHBIC_clean,,
APAYEW_FSR,ANIQOE_FSR,19550N2_ddec,VARRIP_clean_min_charges,DEHLAF_clean,,
APAYOH_FSR,ANIYUS_FSR,19560N2_ddec,VASKOR_clean_min_charges,DEJCEB_clean,,
APAYUM_FSR,ANODEN_FSR,19570N2_ddec,VAZTOG_clean_min_charges,DEJCIF_clean,,
APAZEY_FSR,ANODIR_FSR,19571N2_ddec,VEHKAW_charged_min_charges,DEJROB,,
APAZIC_FSR,ANONAT_manual,19572N2_ddec,VEJYUF01_clean_min_charges,DEJRUH_clean,,
APAZOI_FSR,ANOPID_FSR,19573N2_ddec,VEJYUF02_clean_min_charges,DEKHEH_clean,,
APEBEE_FSR,ANOROL_FSR,20000N2_ddec,VEMMAC_clean_min_charges,DEKHUX_clean,,
APEREU_FSR,ANUGOG_freeONLY,20010N2_ddec,VIRVEY_clean_min_charges,DENKOX_clean,,
APINAP01_FSR,APANAI_FSR,20021N2_ddec,VISTOG_clean_min_charges,DEPXAY_clean,,
APIROH_FSR,APARAM_freeONLY,20030N2_ddec,VISTUM_clean_min_charges,DEPXIG_clean,,
APIXIH_FSR,APASAN_FSR,20031N2_ddec,VONBIK_clean_min_charges,DEQFOU_clean,,
APOKAS_FSR,APAXEV_FSR,20040N2_ddec,VUQKOI_clean_min_charges,DEQVIF_clean,,
APOLAU_FSR,APAXOF_FSR,20050N2_ddec,VUQKUO_clean_min_charges,DEYDOA_clean,,
APOMID_FSR,APAYEW_FSR,20051N2_ddec,VUSKAW_clean_min_charges,DEYJIC_clean,,
APONAW_FSR,APAYUM_FSR,20052N2_ddec,VUSKEA_clean_min_charges,DEYJOI_clean,,
APONIE_FSR,APAZIC_FSR,20070N2_ddec,WABTOK_clean_min_charges,DEYLUQ_clean,,
APORUS_FSR,APAZOI_FSR,20080N2_ddec,WALBOC_clean_min_charges,DEYVUA_clean,,
APUVIS_FSR,APEBEE_FSR,20090N2_ddec,WALBOC01_clean_min_charges,DEYXIQ_clean,,
AQAJEI_freeONLY,APEREU_FSR,20091N2_ddec,WALBOC02_clean_min_charges,DEZKAW_clean,,
AQANOW01_FSR,APETAS_FSR,20110N3_ddec,WALCET_clean_min_charges,DEZKEA_clean,,
AQAPOZ_FSR,APINAP01_FSR,20113N3_ddec,WAZRAS_clean_min_charges,DIBXAO_clean,,
AQAVUJ_FSR,APIROH_FSR,20116N3_ddec,WEBREC_clean_min_charges,DIBXAP_clean,,
AQAWAQ01_FSR,APIXIH_FSR,20120N2_ddec,WECJAR_clean_min_charges,DIBXOD_clean,,
AQAZUN_FSR,APOKAS_FSR,20121N3_ddec,WEMNAF_clean_min_charges,DICVAO_clean,,
AQEBII_FSR,APOLAU_FSR,20130N2_ddec,WENDIE_clean_min_charges,DICVES_clean,,
AQEFUZ_FSR,APOMID_FSR,20140N2_ddec,WIDZOA_clean_min_charges,DIDBEZ_clean,,
AQEGAG_FSR,APONAW_FSR,20141N2_ddec,WIFBAQ_clean_min_charges,DIDDOK_clean,,
AQEGEK_FSR,APONIE_FSR,20142N2_ddec,WIJDAV_clean_min_charges,DIMQOH_clean,,
AQEGUA_FSR,APORUS_FSR,20150N2_ddec,WIJDID_clean_min_charges,DIXKOL_clean,,
AQEGUZ_FSR,APUVIS_FSR,20151N2_ddec,WIYFAM_clean_min_charges,DIZQOT_clean,,
AQEHAG_FSR,AQAJEI_freeONLY,20152N2_ddec,WONZOP_clean_min_charges,DOCKOW_clean,,
AQEHAH_FSR,AQANOW01_FSR,20153N2_ddec,WONZUV_clean_min_charges,DODHUA_clean,,
AQEKUD_FSR,AQAPOZ_FSR,20160N2_ddec,WOWGEU_clean_min_charges,DOGZIJ_clean,,
AQESUK_FSR,AQATAN_FSR,20161N2_ddec,XADGAM_clean_min_charges,DOKHOB_clean,,
AQFSZN_FSR,AQAVUJ_FSR,20162N2_ddec,XAMDUM07_clean_min_charges,DOLXOR_clean,,
AQIBIL_FSR,AQAWAQ01_FSR,20164N2_ddec,XAWVUN_clean_min_charges,DOLXOR01_clean,,
AQIDOU_FSR,AQAZUN_FSR,20165N2_ddec,XAWZOM_clean_min_charges,DOLXOR02_clean,,
AQIDUA_FSR,AQEBII_FSR,20166N2_ddec,XEDPIH_clean_min_charges,DONNAW01_clean,,
AQIDUA01_FSR,AQEFUZ_FSR,20167N2_ddec,XEHFUL_clean_min_charges,DOQGUM_clean,,
AQIFEM_FSR,AQEGAG_FSR,20168N2_ddec,XEHFUL01_clean_min_charges,DOQHAT_clean,,
AQIFOW_FSR,AQEGEK_FSR,20169N2_ddec,XEHFUL02_clean_min_charges,DOQHEX_clean,,
AQIGOX_FSR,AQEGUA_FSR,2016aN2_ddec,XEHTUB_clean_min_charges,DOQHIB_clean,,
AQIGUD_FSR,AQEGUZ_FSR,2016bN2_ddec,XEJTIR_clean_min_charges,DOQHOH_clean,,
AQIHAK_FSR,AQEHAG_FSR,20170N2_ddec,XENKIM_clean_min_charges,DOQRUW_clean,,
